"","orden","id.x","dominant_topic","topic_perc_contrib","keywords","text","topic","id.y","organizacion","reg_id","cod_com_ine","rango_edades_id","cantidad_participantes","contexto_id"
"101",101,100,8,0.241699993610382,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['areas', 'esparcimiento']","Espacios públicos",109,"escuela fernando santivan",14,14202,"6 a 9",10,"Establecimiento Educacional"
"102",102,101,1,0.249200001358986,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['falto', 'mayor', 'respetar']","Mejorar calidad y acceso a salud y educación",110,"escuela fernando santivan",14,14202,"10 a 13",9,"Establecimiento Educacional"
"103",103,102,9,0.236900001764297,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['enfermeria', 'equipar']","Espacios recreativos y de esparcimiento",111,"consejo consultivo nna",13,13113,"Todos",28,"Consejo Consultivo"
"104",104,103,1,0.503499984741211,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'pensionar', 'adulto']","Mejorar calidad y acceso a salud y educación",112,"escuela fernando santivan",14,14101,"10 a 13",8,"Establecimiento Educacional"
"105",105,104,1,0.335999995470047,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['educacion', 'grati']","Mejorar calidad y acceso a salud y educación",113,"escuela fernando santivan",14,14202,"10 a 13",8,"Establecimiento Educacional"
"106",106,105,6,0.232199996709824,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['justicia', 'social']","Derechos sociales e igualdad",114,"escuela fernando santivan",14,14101,"10 a 13",8,"Establecimiento Educacional"
"107",107,106,9,0.233199998736382,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['respetar']","Espacios recreativos y de esparcimiento",115,"consejo consultivo magallanes",12,12101,"Todos",16,"Consejo Consultivo"
"108",108,107,4,0.374099999666214,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['querer', 'justar']","Conectividad y transporte",116,"oficina local de la niñez municipalidad de requínoa",6,6116,"14 a 18",10,"Oficina Local de la Niñez"
"109",109,108,7,0.323100000619888,"acceso, trabajar, hospital, mascota, parlamentario, areas_verdes, dialogos, inadecuado, digno, infantil","['trabajar', 'infantil']","Acceso a servicios y prestaciones dignas",117,"oficina local de la niñez municipalidad de requínoa",6,6116,"10 a 13",6,"Oficina Local de la Niñez"
"110",110,109,1,0.503499984741211,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mayor', 'cuidar', 'medioambiente']","Mejorar calidad y acceso a salud y educación",118,"taller pladeco",13,13113,"6 a 9",28,"Otro"
"111",111,110,9,0.283800005912781,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['hacer', 'tener', 'vivienda', 'aguar', 'necesidad', 'real', 'comuna']","Espacios recreativos y de esparcimiento",119,"jardín tesoros de la tierra",4,4302,"4 a 5",11,"Establecimiento Educacional"
"112",112,111,9,0.233199998736382,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['infancia']","Espacios recreativos y de esparcimiento",120,"oficina de protección de derechos chiguayante",8,8103,"Todos",100,"Oficina de Protección de Derechos"
"113",113,112,9,0.459300011396408,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['igualdad', 'tolerancia', 'empatia', 'respetar', 'mejor', 'atencion', 'personar', 'capacidad', 'diferente']","Espacios recreativos y de esparcimiento",121,"consejo consultivo infancia y adolescencia",4,4304,"14 a 18",11,"Consejo Consultivo"
"114",114,113,2,0.299100011587143,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['disminuir', 'consumismo', 'cambiar', 'personar']","Cambios políticos y culturales",122,"centro semicerrado concepción",8,8101,"14 a 18",2,"Programa Sename"
"115",115,114,1,0.334199994802475,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar']","Mejorar calidad y acceso a salud y educación",123,"grupo scout rucamanqui tropa dos",6,6101,"10 a 13",8,"Otro"
"116",116,115,6,0.271800011396408,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['lugar']","Derechos sociales e igualdad",124,"ilustre municipalidad de pencahue",7,7107,"4 a 5",8,"Establecimiento Educacional"
"117",117,116,9,0.303999990224838,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['comuna', 'fortalecer', 'altura', 'acceso']","Espacios recreativos y de esparcimiento",125,"opd olmue",5,5803,"10 a 13",12,"Otro"
"118",118,117,8,0.428900003433228,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['existir', 'gran', 'diferenciar', 'educacion', 'publicar', 'privar']","Espacios públicos",126,"liceo polivalente sara braun",12,12101,"14 a 18",27,"Establecimiento Educacional"
"119",119,118,8,0.40200001001358,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['techar', 'cancha', 'jugar', 'invierno']","Espacios públicos",127,"opd tierna infnacia",6,6307,"4 a 5",12,"Establecimiento Educacional"
"120",120,119,8,0.38740000128746,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['falto', 'democratico']","Espacios públicos",128,"opd molina",7,7304,"14 a 18",15,"Oficina de Protección de Derechos"
"121",121,120,6,0.396699994802475,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['necesidad', 'mayor', 'justicia', 'igualdad', 'social', 'permitir', 'poblar', 'vivir', 'dignidad']","Derechos sociales e igualdad",129,"consejo consultivo nnj san felipe  opd san felipe",5,5701,"14 a 18",40,"Consejo Consultivo"
"122",122,121,9,0.554700016975403,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['problema', 'nuevo', 'sistema', 'poder', 'acceder', 'educacional', 'comuna', 'quedar', 'matricular', 'ademar', 'problema', 'falto', 'infraestructura', 'colegio', 'evitar', 'salar']","Espacios recreativos y de esparcimiento",130,"opd",5,5604,"Todos",8,"Consejo Consultivo"
"123",123,122,1,0.285600006580353,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['reforzar', 'educacion']","Mejorar calidad y acceso a salud y educación",131,"opd la higuera",4,4104,"10 a 13",8,"Oficina de Protección de Derechos"
"124",124,123,4,0.267399996519089,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['necesidad']","Conectividad y transporte",132,"jardin infantil tte luis cruz martinez",13,13501,"4 a 5",13,"Establecimiento Educacional"
"125",125,124,8,0.38740000128746,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['contar', 'jugar']","Espacios públicos",133,"junta de vecinos",9,9111,"6 a 9",12,"Oficina Local de la Niñez"
"126",126,125,9,0.199200004339218,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['vivienda', 'abuelitos']","Espacios recreativos y de esparcimiento",134,"oficina de protección de derechos de infancia talca y seremi de desarrollo social maule",7,7101,"10 a 13",47,"Establecimiento Educacional"
"127",127,126,6,0.232199996709824,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['importancia', 'vivienda']","Derechos sociales e igualdad",135,"jardín infantil jerónimo godoy villanueva",4,4105,"4 a 5",10,"Establecimiento Educacional"
"128",128,127,2,0.488599985837936,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['mayor_cantidad', 'programar', 'actividad', 'machismo', 'potenciar', 'igualdad_genero']","Cambios políticos y culturales",136,"opd",5,5303,"10 a 13",10,"Consejo Consultivo"
"129",129,128,1,0.548500001430511,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['salud', 'mayor', 'calidad', 'acceso', 'expedito', 'atención']","Mejorar calidad y acceso a salud y educación",137,"programa de medidas cautelares ambulatorias ciudad del niño llanquihue y palena",10,10101,"14 a 18",3,"Programa Sename"
"130",130,129,8,0.285899996757507,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['detectar', 'necesida']","Espacios públicos",138,"jardin infantil vallecitos de aysen",11,11101,"4 a 5",8,"Oficina de Protección de Derechos"
"131",131,130,3,0.198699995875359,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['cambiar', 'presidente']","Paz y justicia",139,"chile crece contigo",8,8202,"10 a 13",24,"Establecimiento Educacional"
"132",132,131,1,0.388099998235703,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['educacion', 'deteriorar', 'infraestructura', 'educacional', 'beneficio', 'estudiantil', 'bajo', 'calidad']","Mejorar calidad y acceso a salud y educación",140,"psa llanquihue y palena fundación ciudad del niño",10,10101,"14 a 18",5,"Programa Sename"
"133",133,132,4,0.271899998188019,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['ser', 'querido']","Conectividad y transporte",141,"opd quillota",5,5501,"Todos",10,"Establecimiento Educacional"
"134",134,133,0,0.332800000905991,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['sueldo', 'desigualar']","Vivienda",142,"opd quillota",5,5501,"14 a 18",2,"Establecimiento Educacional"
"135",135,134,5,0.32600000500679,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['estudiante', 'presente', 'hacer', 'saber', 'siguiente', 'necesidad']","Seguridad",143,"instituto ignacio carrera pinto junaeb",6,6117,"14 a 18",30,"Establecimiento Educacional"
"136",136,135,1,0.431199997663498,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'educacion']","Mejorar calidad y acceso a salud y educación",144,"villa la colina",3,3101,"10 a 13",7,"Otro"
"137",138,136,5,0.399599999189377,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['inseguridad', 'ver', 'autoridad', 'mentir']","Seguridad",146,"opd penco",8,8107,"6 a 9",8,"Oficina de Protección de Derechos"
"138",140,137,9,0.442799985408783,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['clase', 'civica', 'educacional', 'deficiente', 'area']","Espacios recreativos y de esparcimiento",148,"opd san clemente",7,7109,"Todos",14,"Consejo Consultivo"
"139",143,138,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",151,"chile crece daem opd",5,5301,"6 a 9",5,"Establecimiento Educacional"
"140",145,139,7,0.282000005245209,"acceso, trabajar, hospital, mascota, parlamentario, areas_verdes, dialogos, inadecuado, digno, infantil","['instancia', 'dialogos', 'infantil']","Acceso a servicios y prestaciones dignas",153,"fortalecimiento municipal chcc",11,11101,"4 a 5",8,"Establecimiento Educacional"
"141",146,140,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",154,"opd freirina",3,3303,"6 a 9",46,"Oficina de Protección de Derechos"
"142",147,141,1,0.401399999856949,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['acceso', 'salud', 'partir', 'adulto', 'responsable']","Mejorar calidad y acceso a salud y educación",155,"corporación llequén",8,8301,"14 a 18",9,"Programa Sename"
"143",148,142,1,0.249200001358986,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['espacio', 'acorde', 'necesidad']","Mejorar calidad y acceso a salud y educación",156,"opd vichuquén",7,7309,"10 a 13",10,"Consejo Consultivo"
"144",149,143,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",157,"pre kinder  escuela monseñor",7,7302,"4 a 5",11,"Establecimiento Educacional"
"145",150,144,1,0.299199998378754,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'acceso', 'trasporte', 'playa', 'aledanas', 'comuna']","Mejorar calidad y acceso a salud y educación",158,"proyecto hepi crianza",5,5601,"4 a 5",14,"Otro"
"146",151,145,1,0.197799995541573,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['recopilar']","Mejorar calidad y acceso a salud y educación",159,"sename",13,13120,"6 a 9",10,"Consejo Consultivo"
"147",152,146,3,0.384900003671646,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['cansancio', 'gente', 'abuso', 'injusticia', 'social']","Paz y justicia",160,"mision evangelica san pablo de chile pla biobio",8,8301,"14 a 18",6,"Programa Sename"
"148",153,147,1,0.503499984741211,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['educacion', 'salud', 'calidad']","Mejorar calidad y acceso a salud y educación",161,"corporación misión evangélica san pablo de chile programa de medidas cautelares we newen",8,8301,"14 a 18",6,"Programa Sename"
"149",154,148,1,0.28549998998642,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['publicar', 'calidad']","Mejorar calidad y acceso a salud y educación",162,"municipalidad de quillota",5,5501,"10 a 13",10,"Otro"
"150",155,149,6,0.292600005865097,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['necesidad', 'igualdad', 'justicia', 'social']","Derechos sociales e igualdad",163,"misión evangélica san pablo de chile programa libertad asistida especial",8,8301,"14 a 18",6,"Programa Sename"
"151",156,150,6,0.231900006532669,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['naturaleza', 'afectar']","Derechos sociales e igualdad",164,"red de protección social santa maría y opd santa maría",5,5706,"10 a 13",44,"Establecimiento Educacional"
"152",157,151,1,0.332599997520447,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['ninos', 'existir', 'cuidar', 'espacio', 'convivencia', 'adulto', 'comuna']","Mejorar calidad y acceso a salud y educación",165,"liceo san ignacio",7,7104,"4 a 5",7,"Establecimiento Educacional"
"153",158,152,4,0.359600007534027,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['necesidad', 'adulto', 'llegar', 'acordar', 'lograr', 'entenderse', 'pelear', 'tratandose', 'bien', 'respetar']","Conectividad y transporte",166,"niñez arauco punta lavapie",8,8202,"6 a 9",7,"Otro"
"154",159,153,8,0.335599988698959,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['mayor', 'necesidad', 'detectar', 'ninos_ninas', 'ir', 'directo', 'abastecimiento', 'mencionar', 'mas', 'fruto', 'naranja', 'platanos', 'manzana', 'verdura', 'tomate', 'lechuga']","Espacios públicos",167,"jardín infantil ukika",12,12201,"4 a 5",23,"Establecimiento Educacional"
"155",160,154,6,0.330799996852875,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['espacio', 'nivel', 'mencionar', 'lugar', 'facilitar', 'espaciar']","Derechos sociales e igualdad",168,"sename los ríos",14,14101,"Todos",45,"Consejo Consultivo"
"156",161,155,1,0.198699995875359,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['deportivo', 'recreativo', 'mas', 'cuidar', 'naturaleza']","Mejorar calidad y acceso a salud y educación",169,"municipalidad de río verde",12,12103,"6 a 9",7,"Establecimiento Educacional"
"157",162,156,1,0.334199994802475,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['salud']","Mejorar calidad y acceso a salud y educación",170,"residencia ruca suyai",14,14101,"14 a 18",11,"Programa Sename"
"158",163,157,8,0.38740000128746,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['falto', 'espacio']","Espacios públicos",171,"opd puchuncaví",5,5105,"10 a 13",15,"Oficina de Protección de Derechos"
"159",164,158,1,0.249200001358986,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['delincuencia', 'justicia', 'equitativo']","Mejorar calidad y acceso a salud y educación",172,"programas psa elqui",4,4101,"14 a 18",5,"Programa Sename"
