"","orden","id","dominant_topic","topic_perc_contrib","keywords","text","topic","organizacion","reg_id","cod_com_ine","rango_edades_id","cantidad_participantes","inst"
"109",111,108,0,0.270799994468689,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['construir', 'mas', 'casa', 'común']","Tópic_0","jardín tesoros de la tierra",4,4302,1,11,"Jardines Infantiles"
"110",112,109,6,0.387199997901917,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['participar', 'actividad', 'organizado', 'institución', 'beneficio', 'grupo', 'etario']","Tópic_6","oficina de protección de derechos chiguayante",8,8103,5,100,"OPD"
"111",113,110,4,0.231800004839897,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['agua']","Tópic_4","consejo consultivo infancia y adolescencia",4,4304,4,11,"Consejo Consultivo de la Niñéz"
"112",115,111,4,0.292800009250641,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['participar', 'cabildo', 'ciudadano']","Tópic_4","grupo scout rucamanqui tropa dos",6,6101,3,8,"Grupos Scout"
"113",116,112,4,0.292800009250641,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['padre', 'trabajar', 'menos_horas']","Tópic_4","ilustre municipalidad de pencahue",7,7107,1,8,"Municipalidades"
"114",117,113,0,0.295100003480911,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['continuar', 'realizar', 'tipo', 'actividad', 'llevar', 'altura', 'llevar', 'locomocion', 'bajar', 'centro', 'comuna']","Tópic_0","opd olmue",5,5803,3,12,"OPD"
"115",118,114,0,0.303000003099441,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['bajar', 'parametro', 'beca', 'credito']","Tópic_0","liceo polivalente sara braun",12,12101,4,27,"Liceos"
"116",119,115,8,0.251199990510941,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['informar', 'autoridad', 'maximo', 'comuna', 'necesidad', 'ninos_nina']","Tópic_8","opd tierna infnacia",6,6307,1,12,"OPD"
"117",120,116,1,0.434300005435944,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['problema', 'desigualdad', 'economico', 'igualar', 'pensión', 'sueldos_minimo', 'corresponder', 'gobierno']","Tópic_1","opd molina",7,7304,4,15,"OPD"
"118",121,117,7,0.24889999628067,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['representativo', 'pueblo']","Tópic_7","consejo consultivo nnj san felipe  opd san felipe",5,5701,4,40,"OPD"
"119",122,118,9,0.343300014734268,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['respecto', 'educacion', 'nno', 'proponer', 'realizar', 'gestión', 'generar', 'espacio', 'contar', 'infraestructura', 'necesario', 'nna', 'asistir', 'clase', 'educacion', 'calidad', 'mas', 'individualizado']","Tópic_9","opd",5,5604,5,8,"OPD"
"120",123,119,6,0.538100004196167,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['derechos', 'nna', 'continuar', 'realizar', 'taller', 'trabajo', 'reforzar', 'ddhh', 'derechos', 'nna', 'dentro', 'espacio', 'educativo']","Tópic_6","opd la higuera",4,4104,3,8,"OPD"
"121",124,120,6,0.289099991321564,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['chile', 'ninos', 'feliz']","Tópic_6","jardin infantil tte luis cruz martinez",13,13501,1,13,"Jardines Infantiles"
"122",125,121,4,0.404900014400482,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['creacion', 'granja', 'educativo', 'lugar', 'existir', 'naturaleza', 'caminar', 'aprender', 'jugar']","Tópic_4","junta de vecinos",9,9111,2,12,"Juntas de Vecinos y Grupos de vecinos"
"123",126,122,2,0.305500000715256,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['consulta', 'nino', 'opinar']","Tópic_2","oficina de protección de derechos de infancia talca y seremi de desarrollo social maule",7,7101,3,47,"OPD"
"124",127,123,9,0.212400004267693,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['solicitud', 'areas_verdes']","Tópic_9","jardín infantil jerónimo godoy villanueva",4,4105,1,10,"Jardines Infantiles"
"125",128,124,8,0.308899998664856,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['creacion', 'areas_verd', 'brigada', 'ecologica']","Tópic_8","opd",5,5303,3,10,"OPD"
"126",129,125,8,0.378199994564056,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['mayor', 'participacion', 'actividad', 'similar']","Tópic_8","programa de medidas cautelares ambulatorias ciudad del niño llanquihue y palena",10,10101,4,3,"Programas NNA"
"127",130,126,6,0.197699993848801,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['vivir', 'familia']","Tópic_6","jardin infantil vallecitos de aysen",11,11101,1,8,"Jardines Infantiles"
"128",131,127,5,0.340999990701675,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['carabinero', 'menos', 'violento', 'realizar', 'forma', 'correcto', 'trabajo']","Tópic_5","chile crece contigo",8,8202,3,24,"Programas NNA"
"129",132,128,7,0.433899998664856,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['educacion', 'existir', 'educacion', 'gratis_calidad', 'chileno']","Tópic_7","psa llanquihue y palena fundación ciudad del niño",10,10101,4,5,"Programas NNA"
"130",133,129,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['bala']","Tópic_1","opd quillota",5,5501,5,10,"OPD"
"131",134,130,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Tópic_1","opd quillota",5,5501,4,2,"OPD"
"132",135,131,4,0.451299995183945,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['entrega', 'computador', 'ano', 'ensenanza', 'medio', 'uso', 'universidad', 'lugar', 'ano', 'ensenanza', 'basico']","Tópic_4","instituto ignacio carrera pinto junaeb",6,6117,4,30,"No detectado"
"133",136,132,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Tópic_1","villa la colina",3,3101,3,7,"No detectado"
"134",138,133,1,0.343100011348724,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['informacion', 'sensato', 'parte', 'politico']","Tópic_1","opd penco",8,8107,2,8,"OPD"
"135",143,134,9,0.269600003957748,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['ley', 'resguardir', 'medio_ambiente', 'especialmente', 'bosque', 'cerro', 'frente', 'incendio']","Tópic_9","chile crece daem opd",5,5301,2,5,"OPD"
"136",145,135,1,0.228799998760223,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['respeto', 'naturaleza', 'medio_ambiente']","Tópic_1","fortalecimiento municipal chcc",11,11101,1,8,"No detectado"
"137",146,136,0,0.415199995040894,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['realizacion', 'mural', 'sensibilizacion']","Tópic_0","opd freirina",3,3303,2,46,"OPD"
"138",147,137,7,0.451799988746643,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['presentar', 'propuesta', 'base', 'mejorar', 'acceso', 'educacion', 'futuro', 'calidad', 'gratuito']","Tópic_7","corporación llequén",8,8301,4,9,"No detectado"
"139",148,138,4,0.360000014305115,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['estrategia', 'comunicacion', 'asertivo', 'crear', 'mas', 'dialogo', 'ciudadano', 'cabildo']","Tópic_4","opd vichuquén",7,7309,3,10,"OPD"
"140",149,139,8,0.307500004768372,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['mejor', 'espacio', 'juego']","Tópic_8","pre kinder  escuela monseñor",7,7302,1,11,"Escuelas"
"141",150,140,8,0.230100005865097,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['traspasar', 'informacion', 'obtenido', 'cabildo', 'espacio', 'municipal', 'participacion', 'opinion']","Tópic_8","proyecto hepi crianza",5,5601,1,14,"No detectado"
"142",151,141,3,0.194900006055832,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['vivir', 'paz']","Tópic_3","sename",13,13120,2,10,"No detectado"
"143",152,142,1,0.386700004339218,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['cambio', 'presidente']","Tópic_1","mision evangelica san pablo de chile pla biobio",8,8301,4,6,"No detectado"
"144",153,143,8,0.347000002861023,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['desigualdad', 'social']","Tópic_8","corporación misión evangélica san pablo de chile programa de medidas cautelares we newen",8,8301,4,6,"Programas NNA"
"145",154,144,0,0.211899995803833,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['marchar', 'derecho']","Tópic_0","municipalidad de quillota",5,5501,3,10,"Municipalidades"
"146",155,145,1,0.296299993991852,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['politico']","Tópic_1","misión evangélica san pablo de chile programa libertad asistida especial",8,8301,4,6,"Programas NNA"
"147",156,146,3,0.331900000572205,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['manifiesten', 'paz', 'destrozar', 'cosa']","Tópic_3","red de protección social santa maría y opd santa maría",5,5706,3,44,"OPD"
"148",157,147,0,0.245600000023842,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['cuidado', 'animal', 'areas_verd', 'consciencia', 'importancia']","Tópic_0","liceo san ignacio",7,7104,1,7,"Liceos"
"149",158,148,7,0.375999987125397,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['adulto', 'conversar', 'llegar', 'acuerdo']","Tópic_7","niñez arauco punta lavapie",8,8202,2,7,"No detectado"
"150",159,149,8,0.315100014209747,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['crear', 'plaza', 'columpio', 'tobogan', 'techado', 'llover', 'nevar']","Tópic_8","jardín infantil ukika",12,12201,1,23,"Jardines Infantiles"
"151",160,150,8,0.37830001115799,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['integracion', 'espacio', 'participacion', 'efectivo']","Tópic_8","sename los ríos",14,14101,5,45,"Sename"
"152",161,151,9,0.258799999952316,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['gimnasio', 'realizar', 'recreativa']","Tópic_9","municipalidad de río verde",12,12103,2,7,"Municipalidades"
"153",162,152,8,0.307500004768372,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['mayor', 'participacion', 'efectivo']","Tópic_8","residencia ruca suyai",14,14101,4,11,"No detectado"
"154",163,153,0,0.2432000041008,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['realizacion']","Tópic_0","opd puchuncaví",5,5105,3,15,"OPD"
"155",164,154,7,0.215499997138977,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['derecho', 'educacion']","Tópic_7","programas psa elqui",4,4101,4,5,"Programas NNA"
"156",165,155,2,0.407900005578995,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['propuesta', 'nino', 'apuntar', 'principalmente', 'asi', 'disfrutar']","Tópic_2","residencia nazareth",3,3101,1,6,"No detectado"
"157",166,156,2,0.309799998998642,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['nino', 'proponer', 'nino', 'puedan_acceder', 'vivienda']","Tópic_2","residencia nazareth",3,3101,2,5,"No detectado"
"158",167,157,1,0.340299993753433,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['igualdad_genero', 'derecho', 'respeto', 'cambio', 'salario', 'mujer']","Tópic_1","red de protección social santa maría y opd santa maria",5,5706,4,12,"OPD"
"159",168,158,0,0.394600003957748,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['juego', 'libre', 'derecho', 'jugar', 'juguete', 'hacer']","Tópic_0","jardín infantil santa inés",14,14103,1,11,"Jardines Infantiles"
"160",169,159,1,0.386700004339218,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['cambiar', 'presidente']","Tópic_1","oficina de protección de derechos",6,6102,3,5,"OPD"
"161",170,160,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['bala']","Tópic_1","opd quillota",5,5501,5,10,"OPD"
"162",171,161,4,0.239500001072884,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['preocupar', 'mejorar', 'sistema', 'admision', 'escolar', 'pesimo']","Tópic_4","hijos de funcionarios seremia de desarrollo social y familia",3,3101,3,8,"Hijos de funcionarios"
"163",172,162,7,0.341100007295609,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['eliminar', 'crear', 'nuevo', 'sistema', 'pensión']","Tópic_7","opd pudahuel",13,13124,3,14,"OPD"
"164",173,163,4,0.295300006866455,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['instancia', 'dialogo', 'tema', 'interesar']","Tópic_4","opd la ligua y cecrea",5,5401,5,27,"OPD"
"165",174,164,4,0.334300011396408,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['condonacion', 'deuda', 'universitario']","Tópic_4","adolescentes de mulchén",8,8305,4,12,"No detectado"
"166",175,165,0,0.187800005078316,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['persona', 'fuerzas_armada', 'violento']","Tópic_0","oficina de protección de derechos de la infancia",8,8202,3,23,"OPD"
"167",178,166,3,0.28659999370575,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['aumentar', 'especialista', 'salud']","Tópic_3","alumnos liceo pinto",16,16106,4,7,"Escuelas"
"168",179,167,1,0.255400002002716,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mejorar', 'pensión', 'realizar', 'mejora', 'importante', 'afp']","Tópic_1","chile crece contigo",8,8206,3,16,"Programas NNA"
"169",180,168,2,0.23929999768734,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['terminar', 'desigualdad', 'salud_publica', 'privado']","Tópic_2","alumnos liceo pinto",16,16106,4,8,"Escuelas"
"170",181,169,1,0.409900009632111,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['suban', 'pensión', 'eliminen', 'afp']","Tópic_1","grupo de amigos",16,16108,4,7,"No detectado"
"171",182,170,1,0.409900009632111,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['suban', 'pensión', 'eliminen', 'afp']","Tópic_1","grupo de amigos",16,16108,4,7,"No detectado"
"172",183,171,3,0.28659999370575,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['aumentar', 'pensión', 'general']","Tópic_3","grupo de amigos",16,16108,4,7,"No detectado"
"173",184,172,0,0.300900012254715,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['realizar', 'mas', 'encuentro']","Tópic_0","opd pudahuel",13,13124,5,30,"OPD"
"174",186,173,0,0.243599995970726,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['encuentro', 'intercomunal']","Tópic_0","opd pudahuel",13,13124,5,99,"OPD"
"175",187,174,0,0.274100005626679,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['desearia', 'vivir', 'isla', 'persona', 'hacer', 'existir', 'limit']","Tópic_0","municipalidad",4,4106,2,4,"No detectado"
"176",188,175,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Tópic_1","red de infancia y adolescencia de pudahuel",13,13124,5,115,"No detectado"
"177",189,176,6,0.468800008296967,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['amor', 'familia', 'sentir', 'cuidado', 'protegido', 'ser', 'querido', 'cercano']","Tópic_6","jardin infantil junji los grillitos de la localidad de tabaqueros",4,4305,1,6,"Jardines Infantiles"
"178",190,177,3,0.363900005817413,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['existir', 'manifestación', 'paz', 'destrozar', 'cosa']","Tópic_3","red de protección social santa maría y opd santa maría",5,5706,3,44,"OPD"
"179",191,178,1,0.340299993753433,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['igualdad_genero', 'derecho', 'respeto', 'cambio', 'salario', 'mujer']","Tópic_1","red de protección social santa maría y opd santa maría",5,5706,4,12,"OPD"
